configuration,dataset,text,true_label,predicted_label,true_class,predicted_class,error_type,text_length,word_count
Config 6: More Warmup - Basic,Basic,دخلتوا فيه  مثليه وسوالف خارج الموضوع تماما …  لا اعلم بذلك — وعلي اساس ان الريال  من ذوي الاخلاق والتقوي ويعبدون الله  في الخفاء والعلن — طلعتينا من موضوع الكور,0,1,Negative,Positive,False Positive,161,30
Config 6: More Warmup - Basic,Basic,"#الاتحاد_الفتح مازال فريق ابوقمطه يلعب باسلوب الهجمات المرتدة حيلة الضعيف 

لكن لن تدوم طويلا هذا الاسلوب ..",0,1,Negative,Positive,False Positive,108,17
Config 6: More Warmup - Basic,Basic,يعين اهلنا تونس يءاخذهم فعله السفهاء امثال السبسي وبشري اللهم ارنا عجاءب قدرتك يحارب الاسلام,0,1,Negative,Positive,False Positive,92,15
Config 6: More Warmup - Basic,Basic,هو بنات الناس لعبه في ايديكم ولا اشتريتوها دي ليهم اهل وليهم ناس حسبنا الله ونعم الوكيل في وكل اللي يجي علي واحده ست ولا بنت ربنا ينتقم منه المفروض الواحد قبل ما يتجوز بنته يسال علي اهله وناسه وفصل واصله,0,1,Negative,Positive,False Positive,203,41
Config 6: More Warmup - Basic,Basic,بخصوص كلمة (النجمة الايقونية) اي فشرت تنحط هي الكلمة لوحدة رخيصة متل هيفا...حترموا معاني الكلمات لو سمحتوا هي كلمة مقدسة بعدوهن عن وساخة الناس,0,1,Negative,Positive,False Positive,142,24
Config 6: More Warmup - Basic,Basic,"المعركة بين جنود الدولة وفلول النظام .
وليس بين السنة والعلوية 
نقطة انتهي 
الوعي .. الوعي ",0,1,Negative,Positive,False Positive,91,16
Config 6: More Warmup - Basic,Basic,لو لطيفه توصل لربع صوت فله لجزاءريه انا بنتحر علنا لهلق بعدها لطيفه بتنشز انت فين و فله فين هههه,1,0,Positive,Negative,False Negative,96,20
Config 6: More Warmup - Basic,Basic, ولله يا اديب كلنا بنسعي انه محد يتعرض لهيك شي ، ف ما بعرف كيف عقلك صغير لدرجة انك شايف الاغتصاب شيء يرجي,1,0,Positive,Negative,False Negative,105,23
Config 6: More Warmup - Basic,Basic, مافيش حل غير المقاطعه    ربنا يكرم والناس تستجيب بس         ,0,1,Negative,Positive,False Positive,61,9
Config 6: More Warmup - Basic,Basic,"تم فصل محطة زاباروجيا النووية الاوكرانية  تماما عن شبكة الطاقة الاوكرانية لاول مرة
وبدات روسيا لعبة كسر العظام ...",0,1,Negative,Positive,False Positive,114,19
Config 6: More Warmup - Basic,Basic,احلام شكلها بتاكل الي علي المصرح,0,1,Negative,Positive,False Positive,32,6
Config 6: More Warmup - Basic,Basic,سيرين حبيبتي....منشااااان الله لا تحكي مصري! خليكي عم تحكي لبناني لانو لما تحكي مصري بتكوني متل البنغالي ياللي عم يحكي عربي مكسسسر,0,1,Negative,Positive,False Positive,130,22
Config 6: More Warmup - Basic,Basic, 😂😂😂😂😂😂😂 لو كان التضخم طبيعي ما يقدرون يعملوها مو و التضخم بارقام قياسية بالاضافة للانكماش الي في النمو الي عندهم,1,0,Positive,Negative,False Negative,113,20
Config 6: More Warmup - Basic,Basic,ع شنو مغروره انتي لو حلوه مثل تفاحة العراق زهور علاء شسوين,1,0,Positive,Negative,False Negative,58,12
Config 6: More Warmup - Basic,Basic,ياناااس لحد يسوي لذا الوسخ فااالوو ع قولو 😂😂😂,0,1,Negative,Positive,False Positive,45,9
Config 6: More Warmup - Basic,Basic,شنو هالغرور الملكة ملكة علي روحهة مو علي الناس اموت منهة ومن الخليج كلة,1,0,Positive,Negative,False Negative,71,14
Config 6: More Warmup - Basic,Basic,يا الله شو هلشي المقزز والقرف ماخد بحالو  مقلب باع صدرو شلون منفوخ مقرف جدا,0,1,Negative,Positive,False Positive,75,15
Config 6: More Warmup - Basic,Basic,المانيا ضد امريكا انتوا مع مين,0,1,Negative,Positive,False Positive,30,6
Config 6: More Warmup - Basic,Basic,"ميسي مزال خاصو كاس الخليج ويرجع اعظم لاعب في التاريخ
كاس الخليج = دورة رمضانية",0,1,Negative,Positive,False Positive,78,15
Config 6: More Warmup - Basic,Basic,هذه علي ما اظن لم تتمتع و لم تلعب في صغرها و بالتالي اصيبت بما يسمي بالفرنسي retoure d age,1,0,Positive,Negative,False Negative,90,20
Config 6: More Warmup - Basic,Basic,"لاحظت بعض الناس يصعبونها يعني طفله عمرها ٦ ولا ٥  لبست قصير قامو عليها وعلي اهلها 
ترا الاغلب كان كذا وذحين نلبس عبايه ونقاب ومتسترين احس الناس صايره اوفر بزياده",0,1,Negative,Positive,False Positive,161,30
Config 6: More Warmup - Basic,Basic,اليهودي جورج سورس صاحب الدولة العميقة ، شخصية مثيرة للجدل،  يتهم بتاثيره علي القرارات الدولية دون منصب رسمي له ..,0,1,Negative,Positive,False Positive,113,20
Config 6: More Warmup - Basic,Basic,لو كانت متعلمه ما كان هذا حالها نقطه لسطر,1,0,Positive,Negative,False Negative,41,9
Config 6: More Warmup - Basic,Basic,يا عم اقعد ع جنب بلا تدير بلا تتنيل قصدك بتلمها تدفعها فوايد واقساط قبر يلم العفش قال خدمات قال,0,1,Negative,Positive,False Positive,95,20
Config 6: More Warmup - Basic,Basic,عجلوا في سقوط بشار الاسود حتي يتفرغ جند الشام في تحرير الاقصي فمادام الاقصي اسيرا عن اليهود فسوف يتفننون في اذلاله وهدمه,0,1,Negative,Positive,False Positive,120,22
Config 6: More Warmup - Basic,Basic,  هودي زعران بلطجية والحركة ما في بصفوفها هيك شي النبيه مثر يكونوا كلن متلو ذو تقوي وايمان وفي سبيل الاعمال الصالحة,0,1,Negative,Positive,False Positive,115,21
Config 1: Baseline - Advanced,Advanced,أن بعض نصوص و+ مواد قانون حظر التطبيع قد شرعت ل+ فتح ب+ آب التطبيع لا حظره #عدلوا_قانون_التجريم,1,0,Positive,Negative,False Negative,95,18
Config 1: Baseline - Advanced,Advanced,أن كان يغالط في أحداث مصر حتى يلوم الأخوان عمال على بطال، ف+ ما بالك بما يحدث باليمن.,0,1,Negative,Positive,False Positive,85,18
Config 1: Baseline - Advanced,Advanced,أخوان شنو لاعب محلي شنو مغترب غير همه كلهم عراقيين لو حته بهاي طاءفيه عمي إذا ألاعب المنتخب المغترب أصوله مو عراقيه ميشرفنه يلعبنه ل+ أن كرة قدم العراق ولادة بل المواهب و+ مدام المغترب عراقي ف+ هوة و+ المحلي واحد,0,1,Negative,Positive,False Positive,212,41
Config 1: Baseline - Advanced,Advanced,وش قالت قالت رقاصه و+ أنتي وش يا الطقاقه عاشو ترأ ك+ لكم نفس بعض,0,1,Negative,Positive,False Positive,64,15
Config 1: Baseline - Advanced,Advanced,خسءت أيها المرتد الوقح السيد حسن في وضعية. ( قدم سلاحك). ل+ لوطن الحبيب و+ ليس سلم سلاحك،,0,1,Negative,Positive,False Positive,89,18
Config 1: Baseline - Advanced,Advanced,هي دوابه جاية عابشر ب+ الغلط يولى روحي أرعى و+ أكلي جت أحسن لج يامطمطمة ياطنفسة موزين مكبرين راسج و+ يحكون معاك,0,1,Negative,Positive,False Positive,111,22
Config 1: Baseline - Advanced,Advanced,هو كل المزعييين اللي عايزين يشتهرو يستضيفو الناس اللي شكل دي كلهم كلاب وهيخربو البلد,0,1,Negative,Positive,False Positive,84,15
Config 1: Baseline - Advanced,Advanced,أنتي مغروره و+ صراحة كلامك خرا شبهه و+ شك ههههههههههههههههههههههههه ال ملكه ال تعالى اقعدي على دا l,1,0,Positive,Negative,False Negative,99,18
Config 1: Baseline - Advanced,Advanced,و الله تستهال و+ حده مش محترمه و شافت تربية أصلا نازله ف+ وقت زي دا و لبس مش لبس أصلا تستحق كل اللي حصل لها و اللي عايز يعارضني يعارض بس ف الأول و الآخر هي مش محترمه,0,1,Negative,Positive,False Positive,165,39
Config 1: Baseline - Advanced,Advanced,"لم تتطرق الجزيرة إلى موسكو و+ لا إلى تل أبيب و+ لكنها لم تنس القاهرة""وان تصبكم سيءة يفرحوا بها""",0,1,Negative,Positive,False Positive,95,19
Config 1: Baseline - Advanced,Advanced,بما أن السعودية دفعت جبال ف+ لوس عشان تعمل كوره عندها و+ تبقا نمره واحد في الكورة العربية وجه الأهلي سيد القارة و+ زعيم أفريقيا هدم كل ده و+ أخد كبيرين السعودية ورا مصنع الكراسي ف+ طبيعي جعر مصر يبقا هو البطل الحقيقي و+ الأهلي وحش وكخه 👌😃,0,1,Negative,Positive,False Positive,238,48
Config 1: Baseline - Advanced,Advanced,حتى أما تقدم على أنك تلبس شماس في الكنيسة يوم العيد محدش بيرد مش عايز أشتم,0,1,Negative,Positive,False Positive,74,16
Config 1: Baseline - Advanced,Advanced,ههههههههههههههههههههههه تستااااااهل فقعوا رأسها و+ ضربوها خلوا عيونها تطير ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه الله يبيض وجيههم رجااااااااال و+ نعم الرجااااااال,1,0,Positive,Negative,False Negative,222,17
Config 1: Baseline - Advanced,Advanced,ألنتن ياهو س+ يوقع صاغرا على الاتفاق ل+ لمرحلة الثانية.اما تصريحاته ف+ هي تعبير عن خوفه على مصيره بعد نهاية الحرب,0,1,Negative,Positive,False Positive,113,21
Config 1: Baseline - Advanced,Advanced,أنا مستغربه أنه بيتكلم عن الاغتصاب عادي فشخ فعلا 🙆🏻‍♀️ يعني كان المفروض الواحدة تغتصب و تروح تحضر الفطار عادي بعدها,1,0,Positive,Negative,False Negative,115,21
Config 1: Baseline - Advanced,Advanced,القاعدة الأولي : الراجل ميمدش أيده ع واحده ست القاعدة التانية : لو ست مدت أيدها ع راجل متبقاش ست,1,0,Positive,Negative,False Negative,96,20
Config 1: Baseline - Advanced,Advanced,شوى بحث في يوتوب عن أعضاء الماسونية و+ ألمس الشيطاني ل+ جميع أعضاءها و+ سيطرة و+ التحكم في كل تصرفاتهم,0,1,Negative,Positive,False Positive,102,20
Config 1: Baseline - Advanced,Advanced,انتبهي القمر يجوع و+ يأكل جزره و+ تغرقين 😂,1,0,Positive,Negative,False Negative,42,9
Config 1: Baseline - Advanced,Advanced,مقاس حذاءي 43 و+ وجهك مقاسه 49 حتى حذاءي طلع أحلى منك,1,0,Positive,Negative,False Negative,53,12
Config 1: Baseline - Advanced,Advanced,طيب بس هنة يبطلو ينزلو بوستات و+ صور مستفزة و+ فاضحه الجمهور ب+ بطل يعلق. على مستوى الصور الهابطة بتكون التعليقات هابطه متلها ، و+ الراقي و+ المحترم ما حد ب+ قدر يعلق ب+ شي سلبي,1,0,Positive,Negative,False Negative,177,36
Config 1: Baseline - Advanced,Advanced,صحيح هذا قوات أفرزتها حرب ٩٤ و+ هي قوات احتلال و+ يجب إنهاء الاحتلال ل+ أجل تستمر الوحدة لاتوجد و+ حده ب+ وجود احتلال,0,1,Negative,Positive,False Positive,117,24
Config 1: Baseline - Advanced,Advanced,ل+ أنهم كانوا يعيشون المغزى الحقيقي من التعدد أما الآن تغير الوضع يحبون التعدد ل+ لمتعة فقط ألا من رحم ربي,0,1,Negative,Positive,False Positive,106,21
Config 1: Baseline - Advanced,Advanced,مشاهد العنف الواقعي اللي بتنشر ع مواقع التواصل الاجتماعي مقصوده و+ نتيجة تعرض البشر لها مش حلوه ف المستقبل ع المجتمع و+ الأسرة و+ النفس .. ل+ ما تعرف أن الفيديو فيه جريمة ماتفتحهوش و+ أمنع نفسك عشان أنت هتتاذي جامد و+ كل اللي حواليك كمان ..,1,0,Positive,Negative,False Negative,240,47
Config 1: Baseline - Advanced,Advanced,الله ينصرك يا بطله و+ الله رغده أشجع من ميت رجل,1,0,Positive,Negative,False Negative,47,11
Config 1: Baseline - Advanced,Advanced,بس الله ل+ يستر ب+ كأس الخليج شراح نشوف من نماذج مادام المحترفين ميلعبون راح نشوف عطلات دوري العراقي كلها و+ جيب ليل و+ سمع عتابه,0,1,Negative,Positive,False Positive,129,26
Config 1: Baseline - Advanced,Advanced,واءل أنسحب من عرب ايدووول ل+ أنو أحلام طردتو من البرنامج لاتخافي يا نانسي الدور جاي عليكي الدور أنتي كمان,0,1,Negative,Positive,False Positive,105,20
Config 1: Baseline - Advanced,Advanced,تشوف 😂 صدقني لو واحد من ذول الشيوخ طبال لاردوغان مهما كانت عيوبه ماراح يتكلمون عنه,0,1,Negative,Positive,False Positive,82,16
Config 1: Baseline - Advanced,Advanced,الدكتورة_وسام_شعيب# بهدلت نفسها و+ أسرتها و+ احتمال تخسر مهنتها و+ كل دة علشان آية ؟ علشان تنصحي مجتمع متفشي فيه الجهل ب+ فعل فاعل و+ قلة الدين و+ الأخلاق ، و+ تصارعت عليها ذءاب الميديا من كل الأطياف المتحررين و+ رواد المهنة و+ كل أدلي بدلوه,1,0,Positive,Negative,False Negative,241,46
Config 1: Baseline - Advanced,Advanced,اللي يشتهي طفله يباه مريض نفسي ..بيدوفيلي حقير . شاف فيها آية أثار غرايزة الحقيرة ؟,0,1,Negative,Positive,False Positive,83,16
Config 1: Baseline - Advanced,Advanced,هي صراحة كأس الخليج أهم إليكم من كأس العالم ، ل+ أنه لا يمكن المقارنة بين أن تكون فاعلا و بين أن تكون على الهامش متفرجا ، و في أحسن الأحوال مفعولا فيك أو مفعولا بك,1,0,Positive,Negative,False Negative,163,36
Config 1: Baseline - Advanced,Advanced,يعني كل ماصار شيء طبيعي ل+ يستمر الناس في تحسين المستوى المعيشي، امتلت أفواهكم شتما و+ نعتا في الراسمالية القذرة؟,0,1,Negative,Positive,False Positive,113,20
Config 1: Baseline - Advanced,Advanced,كيف بدك تعرف الكذبة من كبرها هسا ولد أربع سنين ب+ عرف يقول هيك معلومات ههههه و+ الله مسخره,0,1,Negative,Positive,False Positive,90,19
Config 1: Baseline - Advanced,Advanced,كذابين و+ هن بعرفو أنهن كذابين و+ العالم كله الكذاب ب+ رضه ب+ عرف أنهن كذبين و+ مع ذلك بكذبو ب+ أعلى صوت ملآ عالم متخنزررر,0,1,Negative,Positive,False Positive,122,26
Config 1: Baseline - Advanced,Advanced,#الاتحاد_الفتح مازال فريق ابوقمطه يلعب ب+ أسلوب الهجمات المرتدة حيلة الضعيف ل+ كن لن تدوم طويلا هذا الأسلوب ..,0,1,Negative,Positive,False Positive,110,19
Config 1: Baseline - Advanced,Advanced,يعين أهلنا تونس يءاخذهم فعله السفهاء أمثال السبسي و+ بشري اللهم آرنا عجاءب قدرتك يحارب الإسلام,0,1,Negative,Positive,False Positive,94,16
Config 1: Baseline - Advanced,Advanced,هو بنات الناس لعبه في أيديكم و+ لا اشتريتوها دي ل+ يهم أهل وليهم ناس حسبنا الله و+ نعم الوكيل في و+ كل اللي يجي على واحده ست و+ لا بنت ربنا ينتقم منه المفروض الواحد قبل ما يتجوز بنته يسأل على أهله و+ ناسه و+ فصل و+ أصله,0,1,Negative,Positive,False Positive,219,49
Config 1: Baseline - Advanced,Advanced,ب+ خصوص كلمة (النجمة الايقونية) أي فشرت تنحط هي الكلمة ل+ وحدة رخيصه متل هيفا...حترموا معاني الكلمات لو سمحتوا هي كلمة مقدسه ب+ عدوهن عن و+ س+ أخه الناس,0,1,Negative,Positive,False Positive,152,29
Config 1: Baseline - Advanced,Advanced,المعركة بين جنود الدولة و+ فلول النظام . و+ ليس بين السنة و+ العلوية نقطه أنتهي الوعي .. الوعي,0,1,Negative,Positive,False Positive,94,19
Config 1: Baseline - Advanced,Advanced,لو لطيفه توصل ل+ ربع صوت ف+ له لجزاءريه أنا بنتحر علنا لهلق بعدها لطيفه بتنشز أنت ف+ ين و ف+ له ف+ ين هههه,1,0,Positive,Negative,False Negative,106,25
Config 1: Baseline - Advanced,Advanced,و+ لله يا أديب كلنا بنسعي أنه محد يتعرض لهيك شي ، ف ما ب+ عرف كيف عقلك صغير ل+ درجة أنك شايف الاغتصاب شيء يرجى,1,0,Positive,Negative,False Negative,110,26
Config 1: Baseline - Advanced,Advanced,مافيش حل غير المقاطعة ربنا يكرم و+ الناس تستجيب بس,0,1,Negative,Positive,False Positive,50,10
Config 1: Baseline - Advanced,Advanced,أحلام شكلها ب+ تآكل إلى على المصرح,0,1,Negative,Positive,False Positive,34,7
Config 1: Baseline - Advanced,Advanced,س+ يرين حبيبتي....منشااااان الله لا تحكى مصري! خليكي عم تحكى لبناني ل+ أنو ل+ ما تحكى مصري بتكوني متل البنغالي ياللي عم يحكى عربي مكسسسر,0,1,Negative,Positive,False Positive,136,25
Config 1: Baseline - Advanced,Advanced,😂😂😂😂😂😂😂 لو كان التضخم طبيعي ما يقدرون يعملوها مو و التضخم ب+ أرقام قياسيه ب+ الإضافة ل+ لانكماش إلى في النمو إلى عندهم,1,0,Positive,Negative,False Negative,118,23
Config 1: Baseline - Advanced,Advanced,طوله أحسن منھا البوندسليغا السودانية 😂 😂 😂,1,0,Positive,Negative,False Negative,42,8
Config 1: Baseline - Advanced,Advanced,ع شنو مغروره أنتي لو حلوه مثل تفاحه العراق زهور علاء شسوين,1,0,Positive,Negative,False Negative,58,12
Config 1: Baseline - Advanced,Advanced,ياناااس ل+ حد يسوى لذا الوسخ فااالوو ع قولو 😂😂😂,0,1,Negative,Positive,False Positive,47,10
Config 1: Baseline - Advanced,Advanced,يا ريت يشاركوا ب+ المحترفين ل+ أن لا يوجد دوري أواسط في ليبيا,0,1,Negative,Positive,False Positive,61,13
Config 1: Baseline - Advanced,Advanced,شنو هالغرور الملكة ملكه على روحهة مو على الناس أموت منهة و+ من الخليج كله,1,0,Positive,Negative,False Negative,73,15
Config 1: Baseline - Advanced,Advanced,يا الله شو هلشي المقزز و+ القرف ماخد بحالو مقلب باع صدرو شلون منفوخ مقرف جدا,0,1,Negative,Positive,False Positive,76,16
Config 1: Baseline - Advanced,Advanced,ميسي مزال خاصو كأس الخليج و+ يرجع أعظم لاعب في التاريخ كأس الخليج = دوره رمضانيه,0,1,Negative,Positive,False Positive,80,16
Config 1: Baseline - Advanced,Advanced,هذه على ما أظن لم تتمتع و لم تلعب في صغرها و ب+ التالي أصيبت بما يسمى ب+ الفرنسي retoure d age,1,0,Positive,Negative,False Negative,94,22
Config 1: Baseline - Advanced,Advanced,اليهودي جورج سورس صاحب الدولة العميقة ، شخصيه مثيره للجدل، يتهم ب+ تأثيره على القرارات الدولية دون منصب رسمي له ..,0,1,Negative,Positive,False Positive,114,21
Config 1: Baseline - Advanced,Advanced,لو كانت متعلمه ما كان هذا حالها نقطه ل+ سطر,1,0,Positive,Negative,False Negative,43,10
Config 1: Baseline - Advanced,Advanced,يا عم أقعد ع جنب بلا تدير بلا تتنيل قصدك ب+ تلمها تدفعها فوايد و+ أقساط قبر يلم العفش قال خدمات قال,0,1,Negative,Positive,False Positive,99,22
Config 1: Baseline - Advanced,Advanced,فعلا مش ب+ نفوذها و+ مالها و شكلها الملوكية ب+ الأخلاق و الاحترام و+ بس,0,1,Negative,Positive,False Positive,71,15
Config 1: Baseline - Advanced,Advanced,عجلوا في سقوط بشار الأسود حتى يتفرغ جند الشام في تحرير الأقصى ف+ مادام الأقصى أسيرا عن اليهود ف+ سوف يتفننون في إذلاله و+ هدمه,0,1,Negative,Positive,False Positive,126,25
Config 1: Baseline - Advanced,Advanced,هودي زعران بلطجيه و+ الحركة ما في ب+ صفوفها هيك شي النبية مثر يكونوا كلن متلو ذو تقوى و+ إيمان و+ في سبيل الأعمال الصالحة,0,1,Negative,Positive,False Positive,121,25
Config 2: More Epochs - Advanced,Advanced,أن بعض نصوص و+ مواد قانون حظر التطبيع قد شرعت ل+ فتح ب+ آب التطبيع لا حظره #عدلوا_قانون_التجريم,1,0,Positive,Negative,False Negative,95,18
Config 2: More Epochs - Advanced,Advanced,أن كان يغالط في أحداث مصر حتى يلوم الأخوان عمال على بطال، ف+ ما بالك بما يحدث باليمن.,0,1,Negative,Positive,False Positive,85,18
Config 2: More Epochs - Advanced,Advanced,أخوان شنو لاعب محلي شنو مغترب غير همه كلهم عراقيين لو حته بهاي طاءفيه عمي إذا ألاعب المنتخب المغترب أصوله مو عراقيه ميشرفنه يلعبنه ل+ أن كرة قدم العراق ولادة بل المواهب و+ مدام المغترب عراقي ف+ هوة و+ المحلي واحد,0,1,Negative,Positive,False Positive,212,41
Config 2: More Epochs - Advanced,Advanced,وش قالت قالت رقاصه و+ أنتي وش يا الطقاقه عاشو ترأ ك+ لكم نفس بعض,0,1,Negative,Positive,False Positive,64,15
Config 2: More Epochs - Advanced,Advanced,خسءت أيها المرتد الوقح السيد حسن في وضعية. ( قدم سلاحك). ل+ لوطن الحبيب و+ ليس سلم سلاحك،,0,1,Negative,Positive,False Positive,89,18
Config 2: More Epochs - Advanced,Advanced,هي دوابه جاية عابشر ب+ الغلط يولى روحي أرعى و+ أكلي جت أحسن لج يامطمطمة ياطنفسة موزين مكبرين راسج و+ يحكون معاك,0,1,Negative,Positive,False Positive,111,22
Config 2: More Epochs - Advanced,Advanced,هو كل المزعييين اللي عايزين يشتهرو يستضيفو الناس اللي شكل دي كلهم كلاب وهيخربو البلد,0,1,Negative,Positive,False Positive,84,15
Config 2: More Epochs - Advanced,Advanced,أنتي مغروره و+ صراحة كلامك خرا شبهه و+ شك ههههههههههههههههههههههههه ال ملكه ال تعالى اقعدي على دا l,1,0,Positive,Negative,False Negative,99,18
Config 2: More Epochs - Advanced,Advanced,و الله تستهال و+ حده مش محترمه و شافت تربية أصلا نازله ف+ وقت زي دا و لبس مش لبس أصلا تستحق كل اللي حصل لها و اللي عايز يعارضني يعارض بس ف الأول و الآخر هي مش محترمه,0,1,Negative,Positive,False Positive,165,39
Config 2: More Epochs - Advanced,Advanced,"لم تتطرق الجزيرة إلى موسكو و+ لا إلى تل أبيب و+ لكنها لم تنس القاهرة""وان تصبكم سيءة يفرحوا بها""",0,1,Negative,Positive,False Positive,95,19
Config 2: More Epochs - Advanced,Advanced,بما أن السعودية دفعت جبال ف+ لوس عشان تعمل كوره عندها و+ تبقا نمره واحد في الكورة العربية وجه الأهلي سيد القارة و+ زعيم أفريقيا هدم كل ده و+ أخد كبيرين السعودية ورا مصنع الكراسي ف+ طبيعي جعر مصر يبقا هو البطل الحقيقي و+ الأهلي وحش وكخه 👌😃,0,1,Negative,Positive,False Positive,238,48
Config 2: More Epochs - Advanced,Advanced,حتى أما تقدم على أنك تلبس شماس في الكنيسة يوم العيد محدش بيرد مش عايز أشتم,0,1,Negative,Positive,False Positive,74,16
Config 2: More Epochs - Advanced,Advanced,ههههههههههههههههههههههه تستااااااهل فقعوا رأسها و+ ضربوها خلوا عيونها تطير ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه الله يبيض وجيههم رجااااااااال و+ نعم الرجااااااال,1,0,Positive,Negative,False Negative,222,17
Config 2: More Epochs - Advanced,Advanced,ألنتن ياهو س+ يوقع صاغرا على الاتفاق ل+ لمرحلة الثانية.اما تصريحاته ف+ هي تعبير عن خوفه على مصيره بعد نهاية الحرب,0,1,Negative,Positive,False Positive,113,21
Config 2: More Epochs - Advanced,Advanced,أنا مستغربه أنه بيتكلم عن الاغتصاب عادي فشخ فعلا 🙆🏻‍♀️ يعني كان المفروض الواحدة تغتصب و تروح تحضر الفطار عادي بعدها,1,0,Positive,Negative,False Negative,115,21
Config 2: More Epochs - Advanced,Advanced,القاعدة الأولي : الراجل ميمدش أيده ع واحده ست القاعدة التانية : لو ست مدت أيدها ع راجل متبقاش ست,1,0,Positive,Negative,False Negative,96,20
Config 2: More Epochs - Advanced,Advanced,شوى بحث في يوتوب عن أعضاء الماسونية و+ ألمس الشيطاني ل+ جميع أعضاءها و+ سيطرة و+ التحكم في كل تصرفاتهم,0,1,Negative,Positive,False Positive,102,20
Config 2: More Epochs - Advanced,Advanced,انتبهي القمر يجوع و+ يأكل جزره و+ تغرقين 😂,1,0,Positive,Negative,False Negative,42,9
Config 2: More Epochs - Advanced,Advanced,مقاس حذاءي 43 و+ وجهك مقاسه 49 حتى حذاءي طلع أحلى منك,1,0,Positive,Negative,False Negative,53,12
Config 2: More Epochs - Advanced,Advanced,طيب بس هنة يبطلو ينزلو بوستات و+ صور مستفزة و+ فاضحه الجمهور ب+ بطل يعلق. على مستوى الصور الهابطة بتكون التعليقات هابطه متلها ، و+ الراقي و+ المحترم ما حد ب+ قدر يعلق ب+ شي سلبي,1,0,Positive,Negative,False Negative,177,36
Config 2: More Epochs - Advanced,Advanced,صحيح هذا قوات أفرزتها حرب ٩٤ و+ هي قوات احتلال و+ يجب إنهاء الاحتلال ل+ أجل تستمر الوحدة لاتوجد و+ حده ب+ وجود احتلال,0,1,Negative,Positive,False Positive,117,24
Config 2: More Epochs - Advanced,Advanced,ل+ أنهم كانوا يعيشون المغزى الحقيقي من التعدد أما الآن تغير الوضع يحبون التعدد ل+ لمتعة فقط ألا من رحم ربي,0,1,Negative,Positive,False Positive,106,21
Config 2: More Epochs - Advanced,Advanced,مشاهد العنف الواقعي اللي بتنشر ع مواقع التواصل الاجتماعي مقصوده و+ نتيجة تعرض البشر لها مش حلوه ف المستقبل ع المجتمع و+ الأسرة و+ النفس .. ل+ ما تعرف أن الفيديو فيه جريمة ماتفتحهوش و+ أمنع نفسك عشان أنت هتتاذي جامد و+ كل اللي حواليك كمان ..,1,0,Positive,Negative,False Negative,240,47
Config 2: More Epochs - Advanced,Advanced,الله ينصرك يا بطله و+ الله رغده أشجع من ميت رجل,1,0,Positive,Negative,False Negative,47,11
Config 2: More Epochs - Advanced,Advanced,بس الله ل+ يستر ب+ كأس الخليج شراح نشوف من نماذج مادام المحترفين ميلعبون راح نشوف عطلات دوري العراقي كلها و+ جيب ليل و+ سمع عتابه,0,1,Negative,Positive,False Positive,129,26
Config 2: More Epochs - Advanced,Advanced,واءل أنسحب من عرب ايدووول ل+ أنو أحلام طردتو من البرنامج لاتخافي يا نانسي الدور جاي عليكي الدور أنتي كمان,0,1,Negative,Positive,False Positive,105,20
Config 2: More Epochs - Advanced,Advanced,تشوف 😂 صدقني لو واحد من ذول الشيوخ طبال لاردوغان مهما كانت عيوبه ماراح يتكلمون عنه,0,1,Negative,Positive,False Positive,82,16
Config 2: More Epochs - Advanced,Advanced,الدكتورة_وسام_شعيب# بهدلت نفسها و+ أسرتها و+ احتمال تخسر مهنتها و+ كل دة علشان آية ؟ علشان تنصحي مجتمع متفشي فيه الجهل ب+ فعل فاعل و+ قلة الدين و+ الأخلاق ، و+ تصارعت عليها ذءاب الميديا من كل الأطياف المتحررين و+ رواد المهنة و+ كل أدلي بدلوه,1,0,Positive,Negative,False Negative,241,46
Config 2: More Epochs - Advanced,Advanced,اللي يشتهي طفله يباه مريض نفسي ..بيدوفيلي حقير . شاف فيها آية أثار غرايزة الحقيرة ؟,0,1,Negative,Positive,False Positive,83,16
Config 2: More Epochs - Advanced,Advanced,هي صراحة كأس الخليج أهم إليكم من كأس العالم ، ل+ أنه لا يمكن المقارنة بين أن تكون فاعلا و بين أن تكون على الهامش متفرجا ، و في أحسن الأحوال مفعولا فيك أو مفعولا بك,1,0,Positive,Negative,False Negative,163,36
Config 2: More Epochs - Advanced,Advanced,يعني كل ماصار شيء طبيعي ل+ يستمر الناس في تحسين المستوى المعيشي، امتلت أفواهكم شتما و+ نعتا في الراسمالية القذرة؟,0,1,Negative,Positive,False Positive,113,20
Config 2: More Epochs - Advanced,Advanced,كيف بدك تعرف الكذبة من كبرها هسا ولد أربع سنين ب+ عرف يقول هيك معلومات ههههه و+ الله مسخره,0,1,Negative,Positive,False Positive,90,19
Config 2: More Epochs - Advanced,Advanced,كذابين و+ هن بعرفو أنهن كذابين و+ العالم كله الكذاب ب+ رضه ب+ عرف أنهن كذبين و+ مع ذلك بكذبو ب+ أعلى صوت ملآ عالم متخنزررر,0,1,Negative,Positive,False Positive,122,26
