configuration,text,true_label,predicted_label,true_class,predicted_class,error_type,text_length,word_count
Config 5: Higher LR,بما ان السعوديه دفعت جبال فلوس عشان تعمل كوره عندها وتبقا نمره واحد في الكوره العربيه وجه الاهلي سيد القاره وزعيم افريقيا هدم كل ده واخد كبيرين السعوديه ورا مصنع الكراسي فطبيعي جعر مصر يبقا هو البطل الحقيقي والاهلي وحش وكخه 👌😃,0,1,Negative,Positive,False Positive,226,42
Config 5: Higher LR,"ههههههههههههههههههههههه تستااااااهل فقعوا راسها وضربوها خلوا عيونها تطير
ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه
الله يبيض وجيههم رجااااااااال ونعم الرجااااااال",1,0,Positive,Negative,False Negative,218,15
Config 5: Higher LR,"بنفس اسلوب مجزرة بورسعيد 
اهالي الكنيسة لما النار اشتعلت جريوا علي ابواب النجاة لقوها مقفولة 
فكر لبرهة كده 🤔🤔🤔🤔🤔",1,0,Positive,Negative,False Negative,113,19
Config 5: Higher LR,النتن ياهو سيوقع صاغرا علي الاتفاق للمرحلة الثانية.اما تصريحاته فهي تعبير عن خوفه علي مصيره بعد نهاية الحرب,0,1,Negative,Positive,False Positive,107,18
Config 5: Higher LR, انا مستغربة انه بيتكلم عن الاغتصاب عادي فشخ فعلا 🙆🏻‍♀️ يعني كان المفروض الواحدة تغتصب و تروح تحضر الفطار عادي بعدها,1,0,Positive,Negative,False Negative,116,21
Config 5: Higher LR," القاعدة الاولي : الراجل ميمدش ايدة ع واحدة ست 
القاعدة التانية : لو ست مدت ايدها ع راجل متبقاش ست",1,0,Positive,Negative,False Negative,98,20
Config 5: Higher LR, شوي بحث في يوتوب عن اعضاء الماسونية والمس الشيطاني لجميع اعضاءها وسيطره والتحكم في كل تصرفاتهم,0,1,Negative,Positive,False Positive,95,16
Config 5: Higher LR,انتبهي القمر يجوع وياكل جزره وتغرقين 😂,1,0,Positive,Negative,False Negative,38,7
Config 5: Higher LR,مقاس حذاءي 43 ووجهك مقاسه 49 حتي حذاءي طلع احلي منك,1,0,Positive,Negative,False Negative,51,11
Config 5: Higher LR,"طيب بس هنه يبطلو ينزلو بوستات وصور مستفزة وفاضحة الجمهور ببطل يعلق.
علي مستوي الصور الهابطة بتكون التعليقات هابطه متلها ، والراقي والمحترم ما حد بقدر يعلق بشي سلبي",1,0,Positive,Negative,False Negative,163,29
Config 5: Higher LR,صحيح هذا قوات افرزتها حرب ٩٤ وهي قوات احتلال   ويجب انهاء الاحتلال لاجل تستمر الوحده  لاتوجد وحده بوجود احتلال,0,1,Negative,Positive,False Positive,110,19
Config 5: Higher LR," لانهم كانوا يعيشون المغزي الحقيقي من التعدد
اما الان تغير الوضع يحبون التعدد للمتعة فقط
الا من رحم ربي",0,1,Negative,Positive,False Positive,103,19
Config 5: Higher LR,"مشاهد العنف الواقعي اللي بتنشر ع مواقع التواصل الاجتماعي مقصودة ونتيجة تعرض البشر لها مش حلوة ف المستقبل ع المجتمع والاسرة والنفس ..
لما تعرف ان الفيديو فيه جريمة ماتفتحهوش وامنع نفسك عشان انت هتتاذي جامد وكل اللي حواليك كمان ..",1,0,Positive,Negative,False Negative,228,41
Config 5: Higher LR,بس الله ليستر بكاس الخليج شراح نشوف من نماذج مادام المحترفين ميلعبون راح نشوف عطلات دوري العراقي كلها وجيب ليل وسمع عتابه,0,1,Negative,Positive,False Positive,121,22
Config 5: Higher LR,واءل انسحب من عرب ايدووول لانو احلام طردتو من البرنامج لاتخافي يا نانسي الدور جاي عليكي الدور انتي كمان,0,1,Negative,Positive,False Positive,103,19
Config 5: Higher LR,"  تشوف 😂
صدقني لو واحد من ذول الشيوخ طبال لاردوغان مهما كانت عيوبه ماراح يتكلمون عنه",0,1,Negative,Positive,False Positive,84,16
Config 5: Higher LR,"اللي يشتهي طفلة يباة مريض نفسي ..بيدوفيلي حقير .
شاف فيها اية اثار غرايزة الحقيرة ؟",0,1,Negative,Positive,False Positive,83,16
Config 5: Higher LR,هي صراحة كاس الخليج اهم اليكم من كاس العالم ، لانه لا يمكن المقارنة بين ان تكون فاعلا و بين ان تكون علي الهامش متفرجا ، و في احسن الاحوال مفعولا فيك او مفعولا بك,1,0,Positive,Negative,False Negative,161,35
Config 5: Higher LR,شاذة جنسيا .. ربما تكون خنثيا فملامح وجهها وخشونة جسمها قبل التجميل توحي انها ذكر والله اعلم .,1,0,Positive,Negative,False Negative,94,18
Config 5: Higher LR,يعني كل ماصار شيء طبيعي ليستمر الناس في تحسين المستوي المعيشي، امتلت افواهكم شتما ونعتا في الراسمالية القذرة؟,0,1,Negative,Positive,False Positive,109,18
Config 5: Higher LR,كيف بدك تعرف الكذبه من كبرها هسا ولد اربع سنين بعرف يقول هيك معلومات ههههه والله مسخره,0,1,Negative,Positive,False Positive,86,17
Config 5: Higher LR,"كذابين وهن بعرفو انهن كذابين والعالم كله الكذاب برضه بعرف انهن كذبين ومع ذلك بكذبو باعلي صوت
ملا عالم متخنزررر",0,1,Negative,Positive,False Positive,110,20
Config 5: Higher LR,دخلتوا فيه  مثليه وسوالف خارج الموضوع تماما …  لا اعلم بذلك — وعلي اساس ان الريال  من ذوي الاخلاق والتقوي ويعبدون الله  في الخفاء والعلن — طلعتينا من موضوع الكور,0,1,Negative,Positive,False Positive,161,30
Config 5: Higher LR,"#الاتحاد_الفتح مازال فريق ابوقمطه يلعب باسلوب الهجمات المرتدة حيلة الضعيف 

لكن لن تدوم طويلا هذا الاسلوب ..",0,1,Negative,Positive,False Positive,108,17
Config 5: Higher LR,هل ستتم اقالة قانون المالية؟ هذا الصحيح، بعد ما عدا بيها بيها القانون اقالها باش الناس تقول هوا باهي و لكن اذا لم يغير القانون فهو مجرد تلاعب و تخدير لعقول مخدرة,1,0,Positive,Negative,False Negative,161,32
Config 5: Higher LR,يعين اهلنا تونس يءاخذهم فعله السفهاء امثال السبسي وبشري اللهم ارنا عجاءب قدرتك يحارب الاسلام,0,1,Negative,Positive,False Positive,92,15
Config 5: Higher LR,هو بنات الناس لعبه في ايديكم ولا اشتريتوها دي ليهم اهل وليهم ناس حسبنا الله ونعم الوكيل في وكل اللي يجي علي واحده ست ولا بنت ربنا ينتقم منه المفروض الواحد قبل ما يتجوز بنته يسال علي اهله وناسه وفصل واصله,0,1,Negative,Positive,False Positive,203,41
Config 5: Higher LR,بخصوص كلمة (النجمة الايقونية) اي فشرت تنحط هي الكلمة لوحدة رخيصة متل هيفا...حترموا معاني الكلمات لو سمحتوا هي كلمة مقدسة بعدوهن عن وساخة الناس,0,1,Negative,Positive,False Positive,142,24
Config 5: Higher LR,"المعركة بين جنود الدولة وفلول النظام .
وليس بين السنة والعلوية 
نقطة انتهي 
الوعي .. الوعي ",0,1,Negative,Positive,False Positive,91,16
Config 5: Higher LR,لو لطيفه توصل لربع صوت فله لجزاءريه انا بنتحر علنا لهلق بعدها لطيفه بتنشز انت فين و فله فين هههه,1,0,Positive,Negative,False Negative,96,20
Config 5: Higher LR, ولله يا اديب كلنا بنسعي انه محد يتعرض لهيك شي ، ف ما بعرف كيف عقلك صغير لدرجة انك شايف الاغتصاب شيء يرجي,1,0,Positive,Negative,False Negative,105,23
Config 5: Higher LR,هاي صدك يحجون   هذولة.....   يابة خاف الصدمة  يمعودين,0,1,Negative,Positive,False Positive,53,8
Config 5: Higher LR,ياهويدي نحيلك الي المقابلة مع الشيخ الشيعي حسين الحسيني البحريني  علي قناة الحدث يوم الثلاثاء للرد عليك,0,1,Negative,Positive,False Positive,103,17
Config 5: Higher LR,احلام شكلها بتاكل الي علي المصرح,0,1,Negative,Positive,False Positive,32,6
Config 5: Higher LR,سيرين حبيبتي....منشااااان الله لا تحكي مصري! خليكي عم تحكي لبناني لانو لما تحكي مصري بتكوني متل البنغالي ياللي عم يحكي عربي مكسسسر,0,1,Negative,Positive,False Positive,130,22
Config 5: Higher LR, 😂😂😂😂😂😂😂 لو كان التضخم طبيعي ما يقدرون يعملوها مو و التضخم بارقام قياسية بالاضافة للانكماش الي في النمو الي عندهم,1,0,Positive,Negative,False Negative,113,20
Config 5: Higher LR,طولة احسن منھا البوندسليغا السودانية 😂 😂 😂,1,0,Positive,Negative,False Negative,42,8
Config 5: Higher LR,ع شنو مغروره انتي لو حلوه مثل تفاحة العراق زهور علاء شسوين,1,0,Positive,Negative,False Negative,58,12
Config 5: Higher LR,ياناااس لحد يسوي لذا الوسخ فااالوو ع قولو 😂😂😂,0,1,Negative,Positive,False Positive,45,9
Config 5: Higher LR,يا الله شو هلشي المقزز والقرف ماخد بحالو  مقلب باع صدرو شلون منفوخ مقرف جدا,0,1,Negative,Positive,False Positive,75,15
Config 5: Higher LR,البنت عمرها ما كانت بتتعاكس عشان لبسها. البنت بتتعاكس عشان الشخص الوسخ اللي بيشوفها وبيقرر انه ممكن يجرحها ويغلط فيها. المشكلة مش في اللبس. المشكلة ان احنا بنتعامل مع التحرش في مجتمعنا اكنها مشكلة الست,1,0,Positive,Negative,False Negative,201,35
Config 5: Higher LR,هذه علي ما اظن لم تتمتع و لم تلعب في صغرها و بالتالي اصيبت بما يسمي بالفرنسي retoure d age,1,0,Positive,Negative,False Negative,90,20
Config 5: Higher LR,اليهودي جورج سورس صاحب الدولة العميقة ، شخصية مثيرة للجدل،  يتهم بتاثيره علي القرارات الدولية دون منصب رسمي له ..,0,1,Negative,Positive,False Positive,113,20
Config 5: Higher LR,لو كانت متعلمه ما كان هذا حالها نقطه لسطر,1,0,Positive,Negative,False Negative,41,9
Config 5: Higher LR,يا عم اقعد ع جنب بلا تدير بلا تتنيل قصدك بتلمها تدفعها فوايد واقساط قبر يلم العفش قال خدمات قال,0,1,Negative,Positive,False Positive,95,20
Config 5: Higher LR,"فعلا مش بنفوذها ومالها و شكلها 
الملوكية بالاخلاق و الاحترام وبس",0,1,Negative,Positive,False Positive,64,11
Config 5: Higher LR,عجلوا في سقوط بشار الاسود حتي يتفرغ جند الشام في تحرير الاقصي فمادام الاقصي اسيرا عن اليهود فسوف يتفننون في اذلاله وهدمه,0,1,Negative,Positive,False Positive,120,22
Config 5: Higher LR,  هودي زعران بلطجية والحركة ما في بصفوفها هيك شي النبيه مثر يكونوا كلن متلو ذو تقوي وايمان وفي سبيل الاعمال الصالحة,0,1,Negative,Positive,False Positive,115,21
Config 6: Winner + 4 Epochs,"ان بعض نصوص ومواد قانون حظر التطبيع قد شرعت لفتح باب التطبيع لا حظره 
#عدلوا_قانون_التجريم",1,0,Positive,Negative,False Negative,90,15
Config 6: Winner + 4 Epochs,اي انتي لما تتكلمي كانك عم تخري اتعلمي الادب بالاول,0,1,Negative,Positive,False Positive,51,10
Config 6: Winner + 4 Epochs,ان كان يغالط في احداث مصر حتي يلوم الاخوان عمال علي بطال، فما بالك بما يحدث باليمن.,0,1,Negative,Positive,False Positive,83,17
Config 6: Winner + 4 Epochs,"اخوان شنو لاعب محلي شنو مغترب غير همه كلهم عراقيين لو حته بهاي طاءفيه عمي اذا الاعب المنتخب المغترب اصوله مو عراقيه ميشرفنه يلعبنه لان كره قدم العراق ولادة بل المواهب ومدام المغترب عراقي فهوه والمحلي واحد

",0,1,Negative,Positive,False Positive,206,37
Config 6: Winner + 4 Epochs,وش قالت قالت رقاصه وانتي وش يا الطقاقه عاشو ترا كلكم  نفس بعض,0,1,Negative,Positive,False Positive,61,13
Config 6: Winner + 4 Epochs,شطلعت هاي كله طلعت مسويه كاظم الساهر عمي كاظم يسوي روسكم وفنان نفتخر بي,0,1,Negative,Positive,False Positive,71,14
Config 6: Winner + 4 Epochs, خسءت ايها المرتد  الوقح  السيد حسن في وضعية. ( قدم سلاحك). للوطن الحبيب  وليس سلم سلاحك،,0,1,Negative,Positive,False Positive,89,16
Config 6: Winner + 4 Epochs,هي دوابة  جاية عابشر بالغلط يولي روحي ارعي واكلي جت احسن لج يامطمطمة ياطنفسة موزين مكبرين راسج ويحكون معاك,0,1,Negative,Positive,False Positive,106,19
Config 6: Winner + 4 Epochs,"هو كل المزعييين اللي عايزين يشتهرو يستضيفو الناس اللي شكل دي
كلهم كلاب وهيخربو البلد",0,1,Negative,Positive,False Positive,84,15
Config 6: Winner + 4 Epochs,بعيدا عن السياسه يعتبر انجاز راءع وكل الليبين فرحانين بيه وبالنسبه للسرقه اكيد فيه لانها ثقافه في كل من يمسك منصب في ليبيا ..,0,1,Negative,Positive,False Positive,125,24
Config 6: Winner + 4 Epochs,"و الله تستهال وحده مش محترمه و شافت تربيه اصلا
نازله فوقت زي دا و لبس مش لبس اصلا تستحق كل اللي حصل لها و اللي عايز يعارضني يعارض بس ف الاول و الاخر هي مش محترمه",0,1,Negative,Positive,False Positive,161,37
Config 6: Winner + 4 Epochs,"لم تتطرق الجزيرة الي موسكو ولا الي تل ابيب ولكنها لم تنس القاهرة""وان تصبكم سيءة يفرحوا بها""",0,1,Negative,Positive,False Positive,91,17
Config 6: Winner + 4 Epochs,بما ان السعوديه دفعت جبال فلوس عشان تعمل كوره عندها وتبقا نمره واحد في الكوره العربيه وجه الاهلي سيد القاره وزعيم افريقيا هدم كل ده واخد كبيرين السعوديه ورا مصنع الكراسي فطبيعي جعر مصر يبقا هو البطل الحقيقي والاهلي وحش وكخه 👌😃,0,1,Negative,Positive,False Positive,226,42
Config 6: Winner + 4 Epochs,"ههههههههههههههههههههههه تستااااااهل فقعوا راسها وضربوها خلوا عيونها تطير
ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه
الله يبيض وجيههم رجااااااااال ونعم الرجااااااال",1,0,Positive,Negative,False Negative,218,15
Config 6: Winner + 4 Epochs,"بنفس اسلوب مجزرة بورسعيد 
اهالي الكنيسة لما النار اشتعلت جريوا علي ابواب النجاة لقوها مقفولة 
فكر لبرهة كده 🤔🤔🤔🤔🤔",1,0,Positive,Negative,False Negative,113,19
Config 6: Winner + 4 Epochs,النتن ياهو سيوقع صاغرا علي الاتفاق للمرحلة الثانية.اما تصريحاته فهي تعبير عن خوفه علي مصيره بعد نهاية الحرب,0,1,Negative,Positive,False Positive,107,18
Config 6: Winner + 4 Epochs, انا مستغربة انه بيتكلم عن الاغتصاب عادي فشخ فعلا 🙆🏻‍♀️ يعني كان المفروض الواحدة تغتصب و تروح تحضر الفطار عادي بعدها,1,0,Positive,Negative,False Negative,116,21
Config 6: Winner + 4 Epochs," القاعدة الاولي : الراجل ميمدش ايدة ع واحدة ست 
القاعدة التانية : لو ست مدت ايدها ع راجل متبقاش ست",1,0,Positive,Negative,False Negative,98,20
Config 6: Winner + 4 Epochs, شوي بحث في يوتوب عن اعضاء الماسونية والمس الشيطاني لجميع اعضاءها وسيطره والتحكم في كل تصرفاتهم,0,1,Negative,Positive,False Positive,95,16
Config 6: Winner + 4 Epochs,مقاس حذاءي 43 ووجهك مقاسه 49 حتي حذاءي طلع احلي منك,1,0,Positive,Negative,False Negative,51,11
Config 6: Winner + 4 Epochs,صحيح هذا قوات افرزتها حرب ٩٤ وهي قوات احتلال   ويجب انهاء الاحتلال لاجل تستمر الوحده  لاتوجد وحده بوجود احتلال,0,1,Negative,Positive,False Positive,110,19
Config 6: Winner + 4 Epochs," لانهم كانوا يعيشون المغزي الحقيقي من التعدد
اما الان تغير الوضع يحبون التعدد للمتعة فقط
الا من رحم ربي",0,1,Negative,Positive,False Positive,103,19
Config 6: Winner + 4 Epochs,"مشاهد العنف الواقعي اللي بتنشر ع مواقع التواصل الاجتماعي مقصودة ونتيجة تعرض البشر لها مش حلوة ف المستقبل ع المجتمع والاسرة والنفس ..
لما تعرف ان الفيديو فيه جريمة ماتفتحهوش وامنع نفسك عشان انت هتتاذي جامد وكل اللي حواليك كمان ..",1,0,Positive,Negative,False Negative,228,41
Config 6: Winner + 4 Epochs,بس الله ليستر بكاس الخليج شراح نشوف من نماذج مادام المحترفين ميلعبون راح نشوف عطلات دوري العراقي كلها وجيب ليل وسمع عتابه,0,1,Negative,Positive,False Positive,121,22
Config 6: Winner + 4 Epochs,واءل انسحب من عرب ايدووول لانو احلام طردتو من البرنامج لاتخافي يا نانسي الدور جاي عليكي الدور انتي كمان,0,1,Negative,Positive,False Positive,103,19
Config 6: Winner + 4 Epochs,"  تشوف 😂
صدقني لو واحد من ذول الشيوخ طبال لاردوغان مهما كانت عيوبه ماراح يتكلمون عنه",0,1,Negative,Positive,False Positive,84,16
Config 6: Winner + 4 Epochs,"اللي يشتهي طفلة يباة مريض نفسي ..بيدوفيلي حقير .
شاف فيها اية اثار غرايزة الحقيرة ؟",0,1,Negative,Positive,False Positive,83,16
Config 6: Winner + 4 Epochs,علي راي سعيد صالح الله يرحمه الشغل دا مش عايز شهادة دا عايز ليونة ههههههههههه,0,1,Negative,Positive,False Positive,77,15
Config 6: Winner + 4 Epochs,يعني كل ماصار شيء طبيعي ليستمر الناس في تحسين المستوي المعيشي، امتلت افواهكم شتما ونعتا في الراسمالية القذرة؟,0,1,Negative,Positive,False Positive,109,18
Config 6: Winner + 4 Epochs,كيف بدك تعرف الكذبه من كبرها هسا ولد اربع سنين بعرف يقول هيك معلومات ههههه والله مسخره,0,1,Negative,Positive,False Positive,86,17
Config 6: Winner + 4 Epochs,"كذابين وهن بعرفو انهن كذابين والعالم كله الكذاب برضه بعرف انهن كذبين ومع ذلك بكذبو باعلي صوت
ملا عالم متخنزررر",0,1,Negative,Positive,False Positive,110,20
Config 6: Winner + 4 Epochs,دخلتوا فيه  مثليه وسوالف خارج الموضوع تماما …  لا اعلم بذلك — وعلي اساس ان الريال  من ذوي الاخلاق والتقوي ويعبدون الله  في الخفاء والعلن — طلعتينا من موضوع الكور,0,1,Negative,Positive,False Positive,161,30
Config 6: Winner + 4 Epochs,جراءم #روسيا في #اوكرانيا فظيعة وموسكو ارتكبت خلال ساعات فقط جراءم قد ترتقي الي مستوي جراءم حرب.. نظام عالمي قذر ومتوحش..,1,0,Positive,Negative,False Negative,121,21
Config 6: Winner + 4 Epochs,يعني اما تقدم للمعارضة و ان لم يكن اي تقدم للمعارضة، فيقولون النظام يقصف المدنيين.,1,0,Positive,Negative,False Negative,82,15
Config 6: Winner + 4 Epochs,"#الاتحاد_الفتح مازال فريق ابوقمطه يلعب باسلوب الهجمات المرتدة حيلة الضعيف 

لكن لن تدوم طويلا هذا الاسلوب ..",0,1,Negative,Positive,False Positive,108,17
Config 6: Winner + 4 Epochs,هل ستتم اقالة قانون المالية؟ هذا الصحيح، بعد ما عدا بيها بيها القانون اقالها باش الناس تقول هوا باهي و لكن اذا لم يغير القانون فهو مجرد تلاعب و تخدير لعقول مخدرة,1,0,Positive,Negative,False Negative,161,32
Config 6: Winner + 4 Epochs,يعين اهلنا تونس يءاخذهم فعله السفهاء امثال السبسي وبشري اللهم ارنا عجاءب قدرتك يحارب الاسلام,0,1,Negative,Positive,False Positive,92,15
Config 6: Winner + 4 Epochs,هو بنات الناس لعبه في ايديكم ولا اشتريتوها دي ليهم اهل وليهم ناس حسبنا الله ونعم الوكيل في وكل اللي يجي علي واحده ست ولا بنت ربنا ينتقم منه المفروض الواحد قبل ما يتجوز بنته يسال علي اهله وناسه وفصل واصله,0,1,Negative,Positive,False Positive,203,41
Config 6: Winner + 4 Epochs,بخصوص كلمة (النجمة الايقونية) اي فشرت تنحط هي الكلمة لوحدة رخيصة متل هيفا...حترموا معاني الكلمات لو سمحتوا هي كلمة مقدسة بعدوهن عن وساخة الناس,0,1,Negative,Positive,False Positive,142,24
Config 6: Winner + 4 Epochs,"المعركة بين جنود الدولة وفلول النظام .
وليس بين السنة والعلوية 
نقطة انتهي 
الوعي .. الوعي ",0,1,Negative,Positive,False Positive,91,16
Config 6: Winner + 4 Epochs,لو لطيفه توصل لربع صوت فله لجزاءريه انا بنتحر علنا لهلق بعدها لطيفه بتنشز انت فين و فله فين هههه,1,0,Positive,Negative,False Negative,96,20
Config 6: Winner + 4 Epochs,هاي صدك يحجون   هذولة.....   يابة خاف الصدمة  يمعودين,0,1,Negative,Positive,False Positive,53,8
Config 6: Winner + 4 Epochs, مافيش حل غير المقاطعه    ربنا يكرم والناس تستجيب بس         ,0,1,Negative,Positive,False Positive,61,9
Config 6: Winner + 4 Epochs,ياهويدي نحيلك الي المقابلة مع الشيخ الشيعي حسين الحسيني البحريني  علي قناة الحدث يوم الثلاثاء للرد عليك,0,1,Negative,Positive,False Positive,103,17
Config 6: Winner + 4 Epochs,احلام شكلها بتاكل الي علي المصرح,0,1,Negative,Positive,False Positive,32,6
Config 6: Winner + 4 Epochs,سيرين حبيبتي....منشااااان الله لا تحكي مصري! خليكي عم تحكي لبناني لانو لما تحكي مصري بتكوني متل البنغالي ياللي عم يحكي عربي مكسسسر,0,1,Negative,Positive,False Positive,130,22
Config 6: Winner + 4 Epochs,طولة احسن منھا البوندسليغا السودانية 😂 😂 😂,1,0,Positive,Negative,False Negative,42,8
Config 6: Winner + 4 Epochs,ياناااس لحد يسوي لذا الوسخ فااالوو ع قولو 😂😂😂,0,1,Negative,Positive,False Positive,45,9
Config 6: Winner + 4 Epochs," اختلف مع حضرتك ، العنف الاسري ده بداية كل حاجة غلط 
و اصلا مش من شيم الرجولة ولا المروءة ، اختلف مع حضرتك تماما",0,1,Negative,Positive,False Positive,112,24
Config 6: Winner + 4 Epochs,يا الله شو هلشي المقزز والقرف ماخد بحالو  مقلب باع صدرو شلون منفوخ مقرف جدا,0,1,Negative,Positive,False Positive,75,15
Config 6: Winner + 4 Epochs,هذه علي ما اظن لم تتمتع و لم تلعب في صغرها و بالتالي اصيبت بما يسمي بالفرنسي retoure d age,1,0,Positive,Negative,False Negative,90,20
Config 6: Winner + 4 Epochs,يا عم اقعد ع جنب بلا تدير بلا تتنيل قصدك بتلمها تدفعها فوايد واقساط قبر يلم العفش قال خدمات قال,0,1,Negative,Positive,False Positive,95,20
Config 6: Winner + 4 Epochs,"فعلا مش بنفوذها ومالها و شكلها 
الملوكية بالاخلاق و الاحترام وبس",0,1,Negative,Positive,False Positive,64,11
Config 6: Winner + 4 Epochs,عجلوا في سقوط بشار الاسود حتي يتفرغ جند الشام في تحرير الاقصي فمادام الاقصي اسيرا عن اليهود فسوف يتفننون في اذلاله وهدمه,0,1,Negative,Positive,False Positive,120,22
Config 6: Winner + 4 Epochs,  هودي زعران بلطجية والحركة ما في بصفوفها هيك شي النبيه مثر يكونوا كلن متلو ذو تقوي وايمان وفي سبيل الاعمال الصالحة,0,1,Negative,Positive,False Positive,115,21
Config 7: Winner + 5 Epochs,"ان بعض نصوص ومواد قانون حظر التطبيع قد شرعت لفتح باب التطبيع لا حظره 
#عدلوا_قانون_التجريم",1,0,Positive,Negative,False Negative,90,15
Config 7: Winner + 5 Epochs,ان كان يغالط في احداث مصر حتي يلوم الاخوان عمال علي بطال، فما بالك بما يحدث باليمن.,0,1,Negative,Positive,False Positive,83,17
Config 7: Winner + 5 Epochs,"اخوان شنو لاعب محلي شنو مغترب غير همه كلهم عراقيين لو حته بهاي طاءفيه عمي اذا الاعب المنتخب المغترب اصوله مو عراقيه ميشرفنه يلعبنه لان كره قدم العراق ولادة بل المواهب ومدام المغترب عراقي فهوه والمحلي واحد

",0,1,Negative,Positive,False Positive,206,37
Config 7: Winner + 5 Epochs, خسءت ايها المرتد  الوقح  السيد حسن في وضعية. ( قدم سلاحك). للوطن الحبيب  وليس سلم سلاحك،,0,1,Negative,Positive,False Positive,89,16
Config 7: Winner + 5 Epochs,انا مع كل ممارسات الارهاب العربي الهادفة لتصفية كل اشكال الارهاب الاجنبي من الحجر الي البشر علي الارض العربية المحتلة.,1,0,Positive,Negative,False Negative,118,20
Config 7: Winner + 5 Epochs,نناشد الشرفاء واصحاب الغيرة والشهامة ان يساعد هذه المراة التي خطفت بنتها من قبل العصابات الاجرامية الارهابية التي تستهدف الاقليات في سوريا,1,0,Positive,Negative,False Negative,138,22
Config 7: Winner + 5 Epochs,هي دوابة  جاية عابشر بالغلط يولي روحي ارعي واكلي جت احسن لج يامطمطمة ياطنفسة موزين مكبرين راسج ويحكون معاك,0,1,Negative,Positive,False Positive,106,19
Config 7: Winner + 5 Epochs,"هو كل المزعييين اللي عايزين يشتهرو يستضيفو الناس اللي شكل دي
كلهم كلاب وهيخربو البلد",0,1,Negative,Positive,False Positive,84,15
Config 7: Winner + 5 Epochs,بعيدا عن السياسه يعتبر انجاز راءع وكل الليبين فرحانين بيه وبالنسبه للسرقه اكيد فيه لانها ثقافه في كل من يمسك منصب في ليبيا ..,0,1,Negative,Positive,False Positive,125,24
Config 7: Winner + 5 Epochs, والله نتمني  يكونوا كما  حسن  ظنك عزيزي لكن  تاريخهم  في  خلايا  التجسس  يجعلنا نشك  بهم  دوما,1,0,Positive,Negative,False Negative,95,16
Config 7: Winner + 5 Epochs,"و الله تستهال وحده مش محترمه و شافت تربيه اصلا
نازله فوقت زي دا و لبس مش لبس اصلا تستحق كل اللي حصل لها و اللي عايز يعارضني يعارض بس ف الاول و الاخر هي مش محترمه",0,1,Negative,Positive,False Positive,161,37
Config 7: Winner + 5 Epochs,كاضم تاريخه وصوته وفنه يشهد اله مو جورج ولا هذولي الحته ما معروف اسمهم,1,0,Positive,Negative,False Negative,70,14
Config 7: Winner + 5 Epochs,بما ان السعوديه دفعت جبال فلوس عشان تعمل كوره عندها وتبقا نمره واحد في الكوره العربيه وجه الاهلي سيد القاره وزعيم افريقيا هدم كل ده واخد كبيرين السعوديه ورا مصنع الكراسي فطبيعي جعر مصر يبقا هو البطل الحقيقي والاهلي وحش وكخه 👌😃,0,1,Negative,Positive,False Positive,226,42
Config 7: Winner + 5 Epochs,والله يا دكتور فقدان امتيازات حواجز التشليح وتجارة الكبتاغون والسمسرة علي ارواح المعتقلين صعب ,1,0,Positive,Negative,False Negative,94,14
Config 7: Winner + 5 Epochs,النتن ياهو سيوقع صاغرا علي الاتفاق للمرحلة الثانية.اما تصريحاته فهي تعبير عن خوفه علي مصيره بعد نهاية الحرب,0,1,Negative,Positive,False Positive,107,18
Config 7: Winner + 5 Epochs, انا مستغربة انه بيتكلم عن الاغتصاب عادي فشخ فعلا 🙆🏻‍♀️ يعني كان المفروض الواحدة تغتصب و تروح تحضر الفطار عادي بعدها,1,0,Positive,Negative,False Negative,116,21
Config 7: Winner + 5 Epochs," القاعدة الاولي : الراجل ميمدش ايدة ع واحدة ست 
القاعدة التانية : لو ست مدت ايدها ع راجل متبقاش ست",1,0,Positive,Negative,False Negative,98,20
Config 7: Winner + 5 Epochs, شوي بحث في يوتوب عن اعضاء الماسونية والمس الشيطاني لجميع اعضاءها وسيطره والتحكم في كل تصرفاتهم,0,1,Negative,Positive,False Positive,95,16
Config 7: Winner + 5 Epochs,انتبهي القمر يجوع وياكل جزره وتغرقين 😂,1,0,Positive,Negative,False Negative,38,7
Config 7: Winner + 5 Epochs,مقاس حذاءي 43 ووجهك مقاسه 49 حتي حذاءي طلع احلي منك,1,0,Positive,Negative,False Negative,51,11
Config 7: Winner + 5 Epochs,"طيب بس هنه يبطلو ينزلو بوستات وصور مستفزة وفاضحة الجمهور ببطل يعلق.
علي مستوي الصور الهابطة بتكون التعليقات هابطه متلها ، والراقي والمحترم ما حد بقدر يعلق بشي سلبي",1,0,Positive,Negative,False Negative,163,29
Config 7: Winner + 5 Epochs,صحيح هذا قوات افرزتها حرب ٩٤ وهي قوات احتلال   ويجب انهاء الاحتلال لاجل تستمر الوحده  لاتوجد وحده بوجود احتلال,0,1,Negative,Positive,False Positive,110,19
Config 7: Winner + 5 Epochs," لانهم كانوا يعيشون المغزي الحقيقي من التعدد
اما الان تغير الوضع يحبون التعدد للمتعة فقط
الا من رحم ربي",0,1,Negative,Positive,False Positive,103,19
